Formula,Band gap (G₀W₀) (eV),Direct band gap (G₀W₀) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),Energy above hull (eV/atom),Heat of formation (eV/atom),Magnetic,Band gap (PBE) (eV),Band gap (HSE06) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),CBM wrt. vacuum (PBE) (eV),Fermi level wrt. vacuum (PBE) (eV),VBM wrt. vacuum (PBE) (eV),Energy (eV),"Magnetic anisotropy energy, xz (meV/unit cell)","Magnetic anisotropy energy, yz (meV/unit cell)",Vacuum level (eV)
Ag2F6,,,0.379,2.201,0.11299999999999999,-1.065,1.0000000000000002,0.3789999999999999,2.201,0.379,2.201,-8.391,-8.581,-8.77,-23.718,0.09,0.09,2.075
Zr2S4,,,0.827,1.87,0.066,-1.52,0.0,0.702,1.719,0.827,1.87,-5.144,-5.495,-5.847,-40.236,1.3877787807814457e-17,0.0,3.623
TeGe2S,,,0.991,1.308,0.076,-0.10999999999999988,0.0,0.89,1.216,0.991,1.308,-3.443,-3.888,-4.333,-16.753,1.3877787807814457e-17,0.0,3.195
Te6Cr2Si2,,,0.662,1.335,0.0020000000000000018,-0.20199999999999996,1.0000000000000002,0.272,1.021,0.662,1.335,-4.433,-4.569,-4.704,-50.861,-0.09900000000000003,-0.09900000000000002,2.144
Hf2S2N,,,0.0,,0.056,-1.576,0.0,0.0,1.2973333333333334,0.0,1.467,-4.895666666666666,-5.609,-5.41,-39.402,1.3877787807814457e-17,0.0,6.185
Ag4Se4O12,,,0.121,0.477,0.013999999999999999,-0.522,0.0,0.121,0.47699999999999987,0.121,0.47699999999999987,-5.585,-5.645,-5.705,-97.229,1.3877787807814457e-17,0.0,1.072
Hf2Zr2Te8,,,0.22,0.764,0.121,-0.742,0.0,0.16599999999999993,0.7170000000000001,0.21999999999999997,0.7640000000000002,-5.145,-5.228,-5.31,-64.367,1.3877787807814457e-17,0.0,4.174
IVS,,,0.272,0.585,0.131,-0.648,1.0000000000000002,0.15700000000000003,0.5389999999999999,0.272,0.5849999999999997,-4.905,-4.983,-5.061,-16.026,-0.424,-0.42400000000000004,1.91
Rb2Ru2S2N2F10,,,1.032,2.643,0.037,-1.738,1.0000000000000002,0.92,2.622,1.032,2.643,-4.632,-5.092,-5.551,-92.764,-0.08200000000000002,-0.653,1.655
Nb4Pd6Se10,,,0.064,0.118,0.034,-0.619,0.0,0.06400000000000006,0.11799999999999988,0.06400000000000006,0.11799999999999988,-4.987,-5.019,-5.051,-111.439,1.3877787807814457e-17,0.0,2.315
Ag4Br4,,,2.4,3.671,0.0049999999999999975,-0.342,0.0,2.33,3.583,2.4,3.671,-4.036,-5.201,-6.366,-20.434,1.3877787807814457e-17,0.0,2.65
Hg2Cl2,,,1.948,2.836,0.076,-0.525,0.0,1.66,2.323,1.948,2.836,-5.665,-6.495,-7.325,-7.442,1.3877787807814457e-17,0.0,3.926
Pb4O4,,,2.334,3.317,0.064,-1.099,0.0,2.269,3.125,2.334,3.317,-2.575,-3.71,-4.844,-44.321,1.3877787807814457e-17,0.0,3.011
Sb2As2,,,0.754,1.289,0.088,0.08799999999999997,0.0,0.754,1.289,0.754,1.289,-3.908,-4.285,-4.662,-17.788,1.3877787807814457e-17,0.0,2.65
Rb2Se2S6C2H6,,,0.968,1.809,0.064,-0.268,0.0,0.968,1.809,0.968,1.809,-3.412,-3.896,-4.38,-76.458,1.3877787807814457e-17,0.0,1.45
Ta4Ni2Se10,,,0.04,0.177,0.0,-0.763,0.0,0.03200000000000003,0.17399999999999993,0.040000000000000036,0.17700000000000005,-4.943,-4.959,-4.975,-100.792,1.3877787807814457e-17,0.0,2.189
Fe2Cu2Cl6,,,0.88,3.656,0.184,-0.442,0.0,0.856,3.656,0.88,3.656,-3.87,-4.298,-4.726,-40.564,1.3877787807814457e-17,0.0,3.216
Tl2In2Te2,,,1.096,1.51,0.063,-0.18399999999999994,0.0,0.955,1.366,1.096,1.51,-3.185,-3.663,-4.14,-18.036,1.3877787807814457e-17,0.0,2.883
CrSeBr,,,1.57,3.002,0.0,-0.706,1.0000000000000002,1.392,2.559,1.57,3.002,-4.339,-5.034,-5.73,-16.595,0.065,0.065,1.847
Bi4Sr2S8,,,0.492,0.756,0.073,-0.808,0.0,0.45599999999999996,0.756,0.492,0.756,-4.812,-5.039,-5.267,-65.988,1.3877787807814457e-17,0.0,3.267
Cd2Te2Cu2Br2,,,1.102,2.466,0.082,-0.395,0.0,1.102,2.466,1.102,2.466,-3.857,-4.408,-4.959,-21.947,1.3877787807814457e-17,0.0,1.572
PdNa2S6H6,,,1.744,2.794,0.033,-0.384,0.0,1.715,2.71,1.744,2.794,-3.616,-4.474,-5.331,-56.614,1.3877787807814457e-17,0.0,1.106
Al2S2,3.923,4.475,2.722,3.554,0.015,-0.877,0.0,2.142,2.945,2.722,3.554,-4.023,-5.094,-6.165,-19.14,1.3877787807814457e-17,0.0,3.849
Rh2Br6,,,1.364,2.776,0.0,-0.495,0.0,1.344,2.737,1.364,2.776,-4.691,-5.363,-6.035,-27.761,1.3877787807814457e-17,0.0,2.969
Pb4O4,,,2.893,4.081,0.006999999999999999,-1.156,0.0,2.614,3.731,2.893,4.081,-2.288,-3.595,-4.902,-44.78,1.3877787807814457e-17,0.0,1.587
Te2K2MgO8H4,,,4.037,5.392,0.02,-1.461,0.0,3.982,5.31,4.037,5.392,-1.6879999999999997,-3.679,-5.67,-89.595,1.3877787807814457e-17,0.0,1.4229999999999998
Hf2I2N2,,,1.585,2.664,0.0,-1.459,0.0,1.585,2.664,1.585,2.664,-4.067,-4.859,-5.651,-43.43,1.3877787807814457e-17,0.0,4.684
Sb2F6,,,5.427,6.814,0.0,-2.465,0.0,5.087,6.459,5.427,6.814,-2.589,-5.132,-7.676,-38.051,1.3877787807814457e-17,0.0,1.806
P4S6,,,1.842,2.715,0.096,-0.06699999999999995,0.0,1.793,2.696,1.842,2.715,-4.057,-4.954,-5.85,-46.6,1.3877787807814457e-17,0.0,1.762
Bi2As2O8,,,3.08,4.6,0.06,-1.247,0.0,3.07,4.6,3.08,4.6,-3.572,-5.107,-6.642,-74.639,1.3877787807814457e-17,0.0,1.459
Mo2Te8V2,,,0.0,,0.03,-0.281,1.0000000000000002,0.0,0.7409999999999999,0.0,1.1146666666666667,-4.947333333333333,-4.945,-5.176,-68.463,3.043,3.347,4.621
PdS2,,,1.326,1.987,0.062,-0.23399999999999999,0.0,1.095,1.791,1.326,1.987,-4.441,-4.989,-5.537,-12.679000000000002,1.3877787807814457e-17,0.0,2.602
HfTi3S8,,,0.912,2.212,0.169,-1.211,0.0,0.858,2.117,0.912,2.212,-5.909,-6.338,-6.767,-74.729,1.3877787807814457e-17,0.0,3.881
I6Ca2Cu2,,,2.336,4.149,0.028,-1.038,0.0,2.245,4.14,2.336,4.149,-3.298,-4.42,-5.543,-30.626,1.3877787807814457e-17,0.0,3.199
Sb4S2O12,,,4.131,5.447,0.0,-1.369,0.0,4.131,5.447,4.131,5.447,-2.49,-4.556,-6.621,-111.915,1.3877787807814457e-17,0.0,1.346
Ta2Br12Na2,,,1.929,3.277,0.0,-1.136,0.0,1.929,3.277,1.929,3.277,-4.922,-5.886,-6.851,-59.431,1.3877787807814457e-17,0.0,1.839
In2Te6Ge2,,,0.65,1.149,0.0049999999999999975,-0.19399999999999995,0.0,0.65,1.149,0.65,1.149,-4.366,-4.691,-5.015,-35.723,1.3877787807814457e-17,0.0,2.101
Hf2ZrTiBr8,,,0.659,1.227,0.0010000000000000009,-1.21,0.0,0.624,1.155,0.659,1.227,-3.66,-3.972,-4.284,-56.297,1.3877787807814457e-17,0.0,3.695
Nb2Na2Cl12,,,2.287,3.936,0.0,-1.453,0.0,2.287,3.936,2.287,3.936,-5.375,-6.518,-7.662,-67.935,1.3877787807814457e-17,0.0,1.811
Au4S4Cl4H4,,,1.246,2.121,0.064,-0.245,0.0,1.222,2.095,1.246,2.121,-5.713,-6.325,-6.936,-53.189,1.3877787807814457e-17,0.0,1.692
Te2Ni2P,,,0.0,,0.065,-0.262,0.0,0.0,1.2103333333333335,0.0,1.3883333333333334,-4.311,-4.349,-4.537,-27.579,1.3877787807814457e-17,0.0,2.967
Au2Br2S4,,,1.025,1.752,0.036,-0.04299999999999993,0.0,1.01,1.677,1.025,1.752,-5.294,-5.799,-6.304,-26.089,1.3877787807814457e-17,0.0,2.583
Cd2Br2Cl2,,,3.032,4.242,0.028999999999999998,-0.981,0.0,2.977,4.186,3.032,4.242,-4.237,-5.726,-7.214,-14.479,1.3877787807814457e-17,0.0,2.344
In8S12,,,1.703,2.691,0.062,-0.517,0.0,1.703,2.69,1.703,2.691,-4.369,-5.22,-6.071,-81.387,1.3877787807814457e-17,0.0,1.6360000000000001
Bi4O6,,,2.703,3.898,0.034,-1.207,0.0,2.467,3.769,2.703,3.898,-2.288,-3.522,-4.755,-61.509,1.3877787807814457e-17,0.0,2.92
Nb2I12Na2,,,0.552,1.641,0.019000000000000003,-0.648,0.0,0.552,1.641,0.552,1.641,-5.072,-5.349,-5.625,-51.374,1.3877787807814457e-17,0.0,2.16
Mn2As2Se4Br2,,,0.0,,0.097,-0.31999999999999995,1.0000000000000002,0.0,1.4540000000000002,0.0,1.4693333333333332,-4.2716666666666665,-4.81,-4.571666666666667,-49.058,0.51,2.0780000000000003,1.618
Hg2Br6Li2,,,2.19,3.191,0.065,-0.879,0.0,2.19,3.191,2.19,3.191,-4.388,-5.483,-6.578,-23.852,1.3877787807814457e-17,0.0,2.626
HfIrBr4Cl2,,,0.736,2.171,0.077,-0.953,1.0000000000000002,0.696,2.125,0.736,2.171,-4.568,-4.916,-5.264,-34.311,-1.495,0.576,3.088
Te2Fe4Ge,,,0.0,,0.052,-0.08399999999999996,1.0000000000000002,0.0,1.0193333333333332,0.0,1.1696666666666669,-4.576,-4.448,-4.724333333333333,-47.678,4.795,4.788,6.153
Ag2Ca2Br6,,,3.109,4.387,0.0010000000000000009,-1.394,0.0,3.109,4.387,3.109,4.387,-3.65,-5.205,-6.759,-33.151,1.3877787807814457e-17,0.0,2.822
Tl2Te2,,,0.38,0.716,0.137,-0.08899999999999997,0.0,0.33899999999999986,0.6810000000000003,0.38,0.716,-4.844,-5.014,-5.184,-11.762999999999998,1.3877787807814457e-17,0.0,3.839
Ni4P4S4,,,0.916,2.434,0.0,-0.387,0.0,0.8740000000000001,2.172,0.916,2.434,-4.628,-5.065,-5.502,-71.408,1.3877787807814457e-17,0.0,2.269
Cu2Br2C6N2F8,,,0.374,2.093,0.086,-0.933,0.0,0.346,2.093,0.374,2.093,-4.99,-5.163,-5.337,-113.897,1.3877787807814457e-17,0.0,1.763
Bi2Cd2Br2O4,,,2.538,3.697,0.003999999999999997,-1.111,0.0,2.4450000000000003,3.667,2.538,3.697,-4.119,-5.341,-6.564,-45.977,1.3877787807814457e-17,0.0,1.852
OsMoCl6,,,0.853,2.044,0.047,-0.647,1.0000000000000002,0.819,2.009,0.853,2.044,-4.553,-4.962,-5.371,-38.277,-0.5330000000000001,-1.161,3.279
Nb2Br6,,,0.109,1.005,0.045,-0.917,0.0,0.10899999999999999,1.004,0.10899999999999976,1.005,-4.57,-4.625,-4.679,-37.5,1.3877787807814457e-17,0.0,3.126
Sn2P2O6F2,,,3.991,5.068,0.0,-2.106,0.0,3.9849999999999994,5.048,3.991,5.068,-2.814,-4.807,-6.799,-78.035,1.3877787807814457e-17,0.0,1.651
In2S4H2,,,1.881,2.717,0.0,-0.43700000000000006,0.0,1.881,2.717,1.881,2.717,-4.037,-4.978,-5.918,-31.980000000000004,1.3877787807814457e-17,0.0,3.426
PdTe4Al2,,,0.0,,0.09,-0.367,0.0,0.0,0.9046666666666667,0.0,1.0726666666666669,-4.208333333333333,-4.049,-4.335666666666667,-26.686,1.3877787807814457e-17,0.0,3.382
Te4Ti4Br4,,,0.136,0.853,0.082,-0.877,1.0000000000000002,0.09000000000000008,0.599,0.13600000000000012,0.853,-4.599,-4.644,-4.689,-56.446,3.31,3.483,3.943
In2Cl2,,,3.174,3.859,0.036,-0.806,0.0,3.174,3.859,3.174,3.859,-2.379,-3.966,-5.553,-12.320999999999998,1.3877787807814457e-17,0.0,2.067
Se2Si,1.803,2.425,1.068,1.734,0.11599999999999999,-0.3340000000000001,0.0,0.4670000000000001,1.072,1.068,1.734,-5.175,-5.409,-5.642,-13.367000000000004,1.3877787807814457e-17,0.0,3.756
Bi4Na4O8,,,2.614,3.947,0.0,-1.41,0.0,2.602,3.947,2.614,3.947,-2.244,-3.545,-4.846,-87.48,1.3877787807814457e-17,0.0,1.973
K2Cl2O6,,,5.46,7.153,0.066,-0.727,0.0,5.441,7.004,5.459999999999999,7.153,-1.084,-3.805,-6.525,-44.023,1.3877787807814457e-17,0.0,1.47
MnCuCl6,,,0.558,2.278,0.0,-0.73,1.0000000000000002,0.546,2.258,0.558,2.278,-6.486,-6.759,-7.032,-29.94,0.0020000000000000018,0.047,2.69
Te4I4Ti2,,,0.49,1.643,0.047,-0.535,0.0,0.476,1.626,0.49,1.643,-4.581,-4.819,-5.057,-37.461,1.3877787807814457e-17,0.0,3.449
Hf2I5Se,,,0.491,1.169,0.072,-0.925,1.0000000000000002,0.28600000000000003,0.972,0.491,1.169,-4.021,-4.164,-4.307,-33.287,0.376,0.36,3.295
V2P2O10,,,1.785,4.38,0.0,-2.218,0.0,1.566,4.032,1.785,4.38,-6.12,-6.903,-7.687,-110.06699999999998,1.3877787807814457e-17,0.0,1.341
Mo2NaCl6O2,,,0.0,,0.0,-1.4209999999999998,0.0,0.0,1.6033333333333333,0.0,1.616,-5.520666666666667,-6.171,-6.2123333333333335,-60.305,1.3877787807814457e-17,0.0,1.662
Sc2CH2,,,1.16,2.185,0.071,-0.546,0.0,1.01,2.009,1.16,2.185,-4.068,-4.573,-5.078,-27.917,1.3877787807814457e-17,0.0,3.091
VBrO2H,,,0.659,2.309,0.069,-1.532,1.0000000000000002,0.473,2.282,0.659,2.309,-4.672,-4.908,-5.145,-31.341,-0.04000000000000001,-0.06499999999999999,2.649
Hf2Ge2S8,,,1.274,2.068,0.061,-0.909,0.0,1.21,2.006,1.274,2.068,-4.289,-4.893,-5.498,-67.571,1.3877787807814457e-17,0.0,2.074
TiCl2,1.636,1.854,1.182,1.645,0.006999999999999999,-1.537,0.0,0.903,1.395,1.182,1.645,-3.343,-3.794,-4.246,-14.871000000000002,1.3877787807814457e-17,0.0,3.748
Nb2K2Br12,,,1.623,3.057,0.0,-1.159,0.0,1.619,3.052,1.623,3.057,-5.302,-6.112,-6.922,-60.657,1.3877787807814457e-17,0.0,1.762
Ag2P4S3Cl2,,,1.909,3.3,0.06,-0.21699999999999997,0.0,1.878,3.271,1.909,3.3,-4.275,-5.214,-6.153,-45.325,1.3877787807814457e-17,0.0,1.38
K2O2H2,,,2.867,4.501,0.012999999999999998,-1.356,0.0,2.867,4.501,2.867,4.501,-1.146,-2.58,-4.013,-27.469,1.3877787807814457e-17,0.0,0.817
GaNaP2S6,,,2.295,3.223,0.0,-0.512,0.0,2.17,3.089,2.295,3.223,-4.338,-5.423,-6.508,-44.525,1.3877787807814457e-17,0.0,1.634
PtK2S6H6,,,2.286,3.423,0.0,-0.476,0.0,2.284,3.419,2.286,3.423,-2.842,-3.984,-5.126,-60.352,1.3877787807814457e-17,0.0,1.111
Ag2Cd2Se2Br2,,,1.08,2.102,0.054,-0.476,0.0,1.08,2.102,1.08,2.102,-4.463,-5.003,-5.543,-21.476,1.3877787807814457e-17,0.0,1.503
Sb2Cu2S4,,,0.357,1.427,0.063,-0.20699999999999996,0.0,0.357,1.411,0.357,1.427,-3.85,-4.028,-4.207,-34.136,1.3877787807814457e-17,0.0,2.098
Tl2Br6,,,1.661,2.546,0.0,-0.515,0.0,1.661,2.546,1.661,2.546,-5.531,-6.362,-7.193,-18.625000000000004,1.3877787807814457e-17,0.0,2.688
Cr2Br6,,,1.518,3.48,0.0,-0.848,1.0000000000000002,1.51,3.431,1.518,3.48,-4.829,-5.583,-6.338,-35.111,-0.419,-0.41900000000000004,2.881
Ba4Sb4Se8Cl4,,,1.745,2.485,0.024,-1.308,0.0,1.584,2.345,1.745,2.485,-3.839,-4.631,-5.423,-86.1,1.3877787807814457e-17,0.0,3.198
NiSe4Al2,,,0.0,,0.079,-0.615,0.0,0.0,0.6393333333333329,0.0,0.8299999999999998,-4.4559999999999995,-4.103,-4.657666666666667,-32.957,1.3877787807814457e-17,0.0,3.219
I6Na6,,,3.451,4.339,0.032,-1.264,0.0,3.451,4.339,3.451,4.339,-2.222,-3.947,-5.673,-31.886,1.3877787807814457e-17,0.0,3.058
Mo2Cl4O4,,,2.392,3.902,0.0,-1.545,0.0,2.369,3.8809999999999993,2.392,3.902,-5.736,-6.921,-8.105,-65.487,1.3877787807814457e-17,0.0,1.649
TeGe,2.647,2.969,1.671,2.293,0.087,-0.006000000000000005,0.0,1.474,1.994,1.671,2.293,-3.48,-4.217,-4.954,-7.732999999999997,1.3877787807814457e-17,0.0,2.628
Ba2Cl2H2,,,3.801,4.845,0.056,-1.574,0.0,3.7470000000000003,4.823,3.801,4.845,-2.363,-4.237,-6.11,-23.317,1.3877787807814457e-17,0.0,2.189
Mg4Cl8,,,5.358,6.802,0.066,-1.821,0.0,5.339,6.753,5.357999999999999,6.802,-3.158,-5.827,-8.496,-42.606,1.3877787807814457e-17,0.0,3.261
HfFeBr6,,,0.948,3.428,0.0,-0.957,0.0,0.938,3.395,0.948,3.428,-4.235,-4.705,-5.174,-33.713,1.3877787807814457e-17,0.0,3.06
SrSe2H2,,,3.192,4.146,0.031,-0.797,0.0,3.192,4.146,3.192,4.146,-1.8570000000000002,-3.453,-5.049,-19.273,1.3877787807814457e-17,0.0,2.045
Ag4S2,,,1.686,2.619,0.0,-0.07499999999999996,0.0,1.686,2.619,1.686,2.619,-4.016,-4.859,-5.702,-19.967,1.3877787807814457e-17,0.0,2.194
Sc2Br6,,,3.117,4.988,0.0,-1.779,0.0,2.9750000000000005,4.822,3.117,4.988,-4.172,-5.659,-7.147,-33.061,1.3877787807814457e-17,0.0,2.713
Se2Br2Al2,,,3.126,4.26,0.0030000000000000027,-1.002,0.0,3.126,4.26,3.126,4.26,-3.782,-5.345,-6.908,-23.622,1.3877787807814457e-17,0.0,1.91
In2Te2O8H2,,,3.789,5.209,0.021,-1.265,0.0,3.789,5.209,3.789,5.209,-2.395,-4.29,-6.185,-77.288,1.3877787807814457e-17,0.0,1.56
Nb4Ni8S8,,,0.0,,0.076,-0.624,0.0,0.0,1.0836666666666666,0.0,1.0916666666666666,-4.938666666666666,-5.252,-5.133333333333333,-144.384,1.3877787807814457e-17,0.0,2.603
Sb4Li4O8,,,3.486,4.677,0.0,-1.681,0.0,3.248,4.432,3.486,4.677,-2.201,-3.825,-5.449,-93.08,1.3877787807814457e-17,0.0,1.958
ZrTe2,0.906,1.374,0.541,1.243,0.10999999999999999,-0.787,0.0,0.259,0.8359999999999999,0.541,1.243,-5.149,-5.278,-5.408,-16.172,1.3877787807814457e-17,0.0,4.155
Te4Fe2,,,0.463,0.751,0.092,-0.10099999999999998,0.0,0.28200000000000003,0.581,0.4630000000000001,0.7509999999999999,-4.256,-4.397,-4.538,-31.512,1.3877787807814457e-17,0.0,4.358
In2BrS2Cl,,,1.849,2.685,0.012999999999999998,-0.761,0.0,1.849,2.685,1.849,2.685,-4.836,-5.761,-6.685,-21.618,1.3877787807814457e-17,0.0,3.565
IrCoBr5Cl,,,0.737,2.397,0.0,-0.415,0.0,0.726,2.366,0.737,2.397,-5.02,-5.383,-5.746,-30.529000000000003,1.3877787807814457e-17,0.0,3.038
Pt4I8,,,1.264,2.274,0.0,-0.16800000000000004,0.0,1.225,2.212,1.264,2.274,-4.14,-4.752,-5.364,-39.259,1.3877787807814457e-17,0.0,1.595
VGa2S4,,,0.0,,0.051,-0.738,1.0000000000000002,0.0,1.8316666666666666,0.0,2.0653333333333332,-3.973,-4.103,-4.208666666666667,-35.809,0.175,0.175,3.076
As2Si2S6,,,2.182,3.086,0.052,-0.408,0.0,2.181,3.035,2.182,3.086,-3.561,-4.651,-5.742,-48.671,1.3877787807814457e-17,0.0,2.916
Si2P2Cl2,,,2.33,3.172,0.025,-0.575,0.0,2.33,3.172,2.33,3.172,-4.141,-5.305,-6.47,-28.547,1.3877787807814457e-17,0.0,3.119
PtAgBr6,,,0.0,,0.0,-0.29,0.0,0.0,0.53,0.0,0.6576666666666666,-6.053333333333333,-6.404,-6.214333333333333,-21.023,1.3877787807814457e-17,0.0,2.64
Hg2Ag2Br6,,,1.419,2.502,0.017,-0.441,0.0,1.419,2.502,1.419,2.502,-4.956,-5.665,-6.375,-21.364,1.3877787807814457e-17,0.0,2.899
Sb2MnF12,,,1.756,4.074,0.0,-2.4560000000000004,1.0000000000000002,1.742,4.06,1.756,4.074,-6.229,-7.1,-7.971,-74.403,-0.01899999999999999,-0.031000000000000014,2.185
Tl2F6,,,3.101,4.836,0.0049999999999999975,-1.904,0.0,3.046,4.74,3.101,4.836,-6.776,-8.299,-9.822,-29.745,1.3877787807814457e-17,0.0,2.145
Mo2F6,,,0.597,1.014,0.0,-2.405,0.0,0.597,1.014,0.597,1.014,-6.045,-6.343,-6.642,-51.166,1.3877787807814457e-17,0.0,3.384
MoTeSe,1.844,1.882,1.136,1.594,0.025,-0.479,0.0,1.136,1.594,1.136,1.594,-3.898,-4.466,-5.034,-19.327,1.3877787807814457e-17,0.0,4.749
Au4Cu4Se4,,,0.971,1.881,0.0,-0.13,0.0,0.768,1.693,0.971,1.881,-4.357,-4.741,-5.125,-42.721,1.3877787807814457e-17,0.0,3.766
I2V2SeS,,,0.309,0.71,0.051,-0.665,1.0000000000000002,0.21399999999999997,0.7099999999999997,0.30899999999999994,0.71,-4.843,-4.95,-5.057,-31.555,-0.706,-1.672,3.997
Nb2Te4Br4,,,0.645,1.221,0.046,-0.601,0.0,0.645,1.221,0.645,1.221,-4.178,-4.5,-4.823,-45.824,1.3877787807814457e-17,0.0,1.972
Te4I4Cu4,,,0.632,1.142,0.003999999999999997,-0.14,0.0,0.564,1.097,0.632,1.142,-5.02,-5.302,-5.584,-35.116,1.3877787807814457e-17,0.0,1.991
Ba4As4Se8F4,,,1.703,2.456,0.0049999999999999975,-1.703,0.0,1.546,2.348,1.703,2.456,-4.189,-4.962,-5.736,-94.244,1.3877787807814457e-17,0.0,3.364
VClOH,,,0.0,,0.181,-1.179,1.0000000000000002,0.0,1.9689999999999999,0.0,2.1926666666666668,-2.8503333333333334,-3.168,-3.248666666666667,-23.475,-0.04200000000000001,-0.040999999999999995,1.4229999999999998
Pt4In2S6,,,1.563,2.306,0.083,-0.425,0.0,1.53,2.306,1.563,2.306,-3.686,-4.451,-5.216,-60.513,1.3877787807814457e-17,0.0,1.833
P4S6,,,2.481,3.498,0.035,-0.1279999999999999,0.0,2.47,3.478,2.481,3.498,-3.63,-4.865,-6.1,-47.206,1.3877787807814457e-17,0.0,1.1369999999999998
SbTe2O6H,,,2.882,4.102,0.041,-1.116,0.0,2.798,3.975,2.882,4.102,-2.898,-4.297,-5.696,-56.041,1.3877787807814457e-17,0.0,1.944
Sr4As4Se8Cl4,,,1.733,2.522,0.043,-1.183,0.0,1.589,2.371,1.733,2.522,-4.044,-4.838,-5.633,-84.016,1.3877787807814457e-17,0.0,3.018
ReIr2RhSe8,,,0.318,0.701,0.083,-0.313,0.0,0.19199999999999995,0.504,0.31800000000000006,0.7010000000000003,-4.529,-4.625,-4.721,-68.98,1.3877787807814457e-17,0.0,3.923
Cu4S4F4,,,1.072,1.739,0.047,-0.832,0.0,0.985,1.646,1.072,1.739,-5.963,-6.455,-6.948,-47.351,1.3877787807814457e-17,0.0,1.407
Ba2AuBr2O2,,,0.0,,0.094,-1.773,0.0,0.0,1.5926666666666667,0.0,2.0566666666666666,-5.577333333333333,-5.406,-5.995666666666667,-32.614,1.3877787807814457e-17,0.0,4.844
Ga2Se2,,,2.055,2.791,0.047,-0.554,0.0,1.609,2.259,2.055,2.791,-3.733,-4.537,-5.342,-14.989,1.3877787807814457e-17,0.0,1.485
Te2Cu2S6,,,0.0,,0.11399999999999999,0.028999999999999915,0.0,0.0,0.02833333333333332,0.0,0.02833333333333332,-5.2556666666666665,-5.684,-5.265666666666666,-37.939,1.3877787807814457e-17,0.0,3.655
Hf2Te2O2,,,0.856,1.672,0.049,-2.125,0.0,0.635,1.4570000000000003,0.856,1.672,-4.265,-4.582,-4.9,-44.42,1.3877787807814457e-17,0.0,5.685
Ir2S2Cl2,,,1.142,2.204,0.052,-0.448,0.0,1.141,2.204,1.142,2.204,-4.282,-4.853,-5.423,-32.967,1.3877787807814457e-17,0.0,1.938
ZrI6Ni,,,0.899,2.632,0.0,-0.628,1.0000000000000002,0.851,2.561,0.899,2.632,-4.832,-5.258,-5.683,-28.548,0.39,0.387,3.267
Bi2SnS4,,,0.566,0.979,0.011,-0.382,0.0,0.29200000000000004,0.768,0.5660000000000001,0.9790000000000001,-5.772,-5.918,-6.064,-32.389,1.3877787807814457e-17,0.0,3.465
Zn2Se2,,,2.042,3.054,0.157,-0.562,0.0,2.042,3.054,2.042,3.054,-3.829,-4.85,-5.871,-11.579999999999998,1.3877787807814457e-17,0.0,1.587
P4S6,,,2.297,3.333,0.021,-0.14200000000000002,0.0,2.261,3.272,2.297,3.333,-3.503,-4.634,-5.764,-47.347,1.3877787807814457e-17,0.0,1.285
Sr2Sb4O8,,,3.424,4.559,0.0,-1.927,0.0,3.237,4.358,3.424,4.559,-2.056,-3.674,-5.293,-88.943,1.3877787807814457e-17,0.0,2.342
I2Cr2S2,,,0.435,1.681,0.0,-0.619,1.0000000000000002,0.33099999999999996,1.548,0.43500000000000005,1.681,-5.075,-5.24,-5.406,-33.645,-0.7170000000000001,0.558,4.056
AgScP2S6,,,2.033,3.453,0.0,-0.669,0.0,2.017,3.453,2.033,3.453,-4.152,-5.16,-6.168,-49.387,1.3877787807814457e-17,0.0,1.992
Hg2Cu2S2Cl2,,,0.792,2.346,0.042,-0.36500000000000005,0.0,0.792,2.346,0.792,2.346,-4.684,-5.08,-5.476,-23.77,1.3877787807814457e-17,0.0,1.583
Tl2Ga2O6,,,1.047,2.03,0.08,-1.188,0.0,1.047,2.03,1.047,2.03,-6.363,-6.887,-7.41,-53.428,1.3877787807814457e-17,0.0,2.317
Ta2Te6Mn2,,,0.0,,0.055,-0.243,1.0000000000000002,0.0,0.7306666666666666,0.0,1.2216666666666667,-4.6066666666666665,-4.629,-4.7203333333333335,-60.723,1.639,3.611,2.407
Pb2Br2Cl2,,,2.447,3.458,0.035,-1.036,0.0,2.203,3.168,2.447,3.458,-4.666,-5.767,-6.869,-20.474,1.3877787807814457e-17,0.0,2.663
Hf4IBr3N4,,,2.042,3.272,0.0,-1.644,0.0,2.042,3.272,2.042,3.272,-4.041,-5.062,-6.083,-89.396,1.3877787807814457e-17,0.0,4.392
CuLi2O2,,,1.095,3.518,0.152,-1.215,1.0000000000000002,0.32299999999999995,2.847,1.095,3.518,-2.407,-2.569,-2.73,-23.778,-0.17099999999999999,-0.16500000000000004,0.6709999999999998
HfFeH6,,,1.741,3.294,0.055,-0.139,0.0,1.741,3.294,1.741,3.294,-3.502,-4.372,-5.242,-37.605,1.3877787807814457e-17,0.0,1.948
Nb3SeF7,,,0.893,1.807,0.003999999999999997,-2.683,0.0,0.893,1.807,0.893,1.807,-4.515,-4.961,-5.408,-75.079,1.3877787807814457e-17,0.0,1.565
Te6Cr2Ge2,,,0.817,1.474,0.0020000000000000018,-0.18399999999999994,1.0000000000000002,0.125,0.8739999999999999,0.817,1.474,-4.57,-4.633,-4.695,-48.919,0.463,0.463,2.144
